participant,start_time_s,end_time_s,sam_label,block,sam_rating,stimulus,theta_AF3,alpha_AF3,beta_AF3,tbr_AF3,bar_AF3,theta_F7,alpha_F7,beta_F7,tbr_F7,bar_F7,theta_F3,alpha_F3,beta_F3,tbr_F3,bar_F3,theta_FC5,alpha_FC5,beta_FC5,tbr_FC5,bar_FC5,theta_T7,alpha_T7,beta_T7,tbr_T7,bar_T7,theta_P7,alpha_P7,beta_P7,tbr_P7,bar_P7,theta_O1,alpha_O1,beta_O1,tbr_O1,bar_O1,theta_O2,alpha_O2,beta_O2,tbr_O2,bar_O2,theta_P8,alpha_P8,beta_P8,tbr_P8,bar_P8,theta_T8,alpha_T8,beta_T8,tbr_T8,bar_T8,theta_FC6,alpha_FC6,beta_FC6,tbr_FC6,bar_FC6,theta_F4,alpha_F4,beta_F4,tbr_F4,bar_F4,theta_F8,alpha_F8,beta_F8,tbr_F8,bar_F8,theta_AF4,alpha_AF4,beta_AF4,tbr_AF4,bar_AF4
P11,961010.68117759,961011.68117759,5,1,High,target,7043424.134128044,9228742.490479056,10467113.89988407,0.6729098585815575,1.1341863651177388,6559529.006232376,8271922.393492396,7051693.128633592,0.9302062478580115,0.8524854070416847,4210896.847167067,4250228.459036464,9741486.269190146,0.43226431068173526,2.2919912101380455,7616536.346829723,5725701.354756283,5956239.948642979,1.278749078697713,1.0402638174090568,9104865.76810123,9358805.838703401,9295454.155431472,0.9794966029477024,0.9932307941457725,7300780.130460096,7821647.762488935,7879691.335790659,0.9265312331840883,1.007420888163756,5469581.8279371,8622489.460697986,10245291.605195036,0.5338629722519233,1.188205755645619,11809345.796230137,12529307.654953852,9714335.849915078,1.215661675556891,0.7753290219571081,11409339.295653686,6311810.933492415,9449765.630732905,1.207367435499964,1.497156003293688,7031905.761773609,8405327.695108846,6046992.839311623,1.1628764823498792,0.7194238057881355,12928868.199212238,11399228.67957574,9645356.63937571,1.3404240695913812,0.8461411653805594,6364718.591014855,5378770.367857685,9308113.532496596,0.6837817962570261,1.730528149727264,6305324.657898568,11363405.674179584,10590649.696510032,0.5953671246416903,0.9319960934400643,7991383.514408979,10159889.009537285,6330644.217882745,1.2623333802008636,0.623101710258847
P11,961012.7856778806,961013.7856778806,5,1,High,target,7497131.4551578285,6778086.623555226,6177256.166881493,1.2136669182270057,0.9113569226770096,9562985.60840307,11847306.198325947,7850758.91523588,1.218096965102863,0.6626619405131279,11365359.00803875,6728979.737924233,7778025.189079123,1.4612139626388057,1.1558996299606188,18865079.346540663,5892219.226519942,7692573.230792444,2.4523756590351358,1.3055476951993563,3582849.261751514,7671830.836316139,9294847.644603672,0.38546616348591967,1.2115553435569328,6032794.802545098,5025687.229192815,11769114.003114399,0.5125954936751119,2.341791971205629,2558130.186282028,4656313.586039394,7453156.28888341,0.34322776648297987,1.6006560020419454,8270652.617707766,8823322.736823507,7855004.853837546,1.0529150231736848,0.8902547360140466,5164335.007101018,5212650.688001936,5891649.14045154,0.8765516893467318,1.1302597264022445,16595854.359231308,10702652.855994478,5818362.483643555,2.8523238979842156,0.5436374104561126,9370575.555208275,8423666.604122989,10331191.261100605,0.9070179148159538,1.226448261383466,10671115.691432247,7263964.852412447,8678339.692251598,1.229626411254665,1.194711134838355,16260531.524455056,8891781.952416396,5268947.266745457,3.0861063322994537,0.5925637060087364,7218080.152889915,5677103.254083565,6232057.873041253,1.1582177668975147,1.0977531311516142
P11,961014.8898084712,961015.8898084712,5,1,High,target,7143038.643209738,8930486.093893878,10763970.128091099,0.6636063235226106,1.205306185455106,14890845.818321044,12333549.317707121,8313705.563204267,1.791120181622335,0.6740724303318255,8237271.05846185,8200931.55149455,7337007.849826388,1.122701682628943,0.8946554185651362,8177059.751409438,8572686.919514194,9974665.521496639,0.8197828522457081,1.1635401613455743,5095320.372365142,4228027.306582027,10301903.440712824,0.49459989619283207,2.43657448112391,5448233.748077773,11127745.408895575,8044322.056531391,0.6772769302111932,0.7229067309628346,6390701.537307051,8799697.45044681,7802054.40980612,0.8191049692341045,0.8866275748389469,9888890.555268943,8246074.595615669,7138892.267268356,1.3852135856720043,0.8657321959061602,8447287.54837727,11319146.122380642,9824369.795368368,0.8598299661276682,0.8679426600866345,9400404.794192424,7342299.427327396,6308467.883951354,1.4901248555305973,0.8591951263212977,7557541.959116825,5918993.546543794,13782252.337708542,0.5483531845110124,2.3284790276137817,9837791.63225679,7752010.384880838,9018841.268470153,1.0908043882144467,1.1634196577006763,8344990.017919575,10469472.38352932,11602344.068822876,0.7192503487587247,1.108207142040491,6023079.67991947,5873232.557785636,8104221.6015614355,0.7432027375410128,1.3798570926360425
P11,961016.9989308616,961017.9989308616,5,1,High,nonTarget,10298766.850598326,6643309.38257883,7412053.345973305,1.389462051860874,1.1157170198049786,13185574.361408738,11073781.441425243,12467807.054509895,1.0575696514840764,1.1258852380696105,9793108.805421477,6641648.794298387,6554159.782008923,1.4941821882803994,0.9868272148981183,13538226.32893564,9828888.388849549,7842248.405036321,1.7263194978931478,0.7978774501023955,9844093.793061698,10188350.254288455,10011089.823040782,0.9833188960511834,0.9826016551430334,11567992.386418724,12173180.375605572,7798718.93765956,1.4833195655452542,0.6406476119657104,11644408.72987523,2708622.6419447465,6688785.7829810325,1.7408852828720123,2.469441730051623,9174740.869673496,7766134.7189011015,8734557.822804084,1.0503955730558205,1.1246982107516175,9683420.361222753,7851596.431598665,6993112.271927329,1.3847082650303233,0.8906611964649156,13457182.245600596,13808505.695320923,7300317.957662103,1.8433693331776748,0.5286826915772537,9661403.560194908,5078106.524896837,9109633.254605487,1.0605699801702189,1.793903536671191,12704140.193957588,7247871.729215991,6937375.898968381,1.831260173727468,0.9571604131739793,7931388.937268342,4829130.417782702,10203921.87362381,0.7772882853768456,2.1129936429235947,9521086.77575188,10709631.385212807,15359861.703876784,0.6198680013732666,1.434210119041513
P11,961019.1042878524,961020.1042878524,5,1,High,target,6138462.700441155,14880662.546687467,11962665.219129825,0.5131350403942568,0.8039067603070398,15393628.338187998,8046447.657384278,5337807.480281008,2.883886014071381,0.6633744116116218,9809338.84548618,8371929.286379332,8824221.264650863,1.1116379056338515,1.0540248206596041,5808267.379533085,5263536.826494226,7654315.58811181,0.7588225639081451,1.4542152625556835,9174636.389484663,9156163.322911587,17457988.31528,0.525526551157937,1.9066925413611453,4056844.9527021884,6549951.179105161,7564858.322380826,0.5362750734802143,1.1549488103840064,8238210.285256048,7843576.578501936,7781648.909402381,1.0586715465024406,0.9921046644372301,9823383.189449403,15741453.958272064,8239593.712036355,1.1922169384516443,0.5234328248126333,7233091.131892753,8668548.79105924,8803272.218217716,0.8216366542573124,1.0155416356769462,8652134.292596487,9446981.754949206,8566063.92075514,1.0100478320775546,0.9067513988017856,8415051.970151048,7469190.753805176,8614471.442540571,0.9768506432786188,1.1533339723787255,12188046.826051338,14446772.550275132,7955877.512809048,1.5319550617048152,0.5507027597425235,8715101.379206294,7174875.306116483,7100714.226982116,1.2273556012280629,0.9896637814637494,14356261.118768575,6186814.42264137,7755166.359731386,1.85118673834172,1.2534991079335511
P11,961021.2103612428,961022.2103612428,5,1,High,nonTarget,6371038.879287187,6546627.068189116,7685417.878327061,0.8289775494516136,1.173950768583027,13038636.046372613,8811968.359989412,7148231.492016837,1.8240366251336704,0.8111957737471297,9274395.601414628,13545781.54850675,8594276.127956346,1.0791363301960848,0.6344614444859222,9951625.407587321,9275998.395958293,7279520.997198089,1.367071461352709,0.7847695403192283,7076839.415202442,8636625.989917994,8293485.336400111,0.8533010101485548,0.9602691312650972,12767682.352913573,7716585.259834427,8742946.64175618,1.4603408754590033,1.133007197790461,8209487.935496739,8041834.293976666,10657123.61810595,0.7703286768250681,1.3252105463162969,12204400.91572777,7466285.799920843,6979707.192722531,1.7485548574949998,0.9348298979924569,16492584.59145034,20467262.72966856,8504885.73333153,1.939189438702767,0.4155360609605686,8763465.207352204,9294753.045559559,8187468.653509729,1.070350993477766,0.8808699503233364,6351137.6885386715,10172887.770933844,8957092.758540453,0.7090624000162281,0.8804867369256563,10073441.86772777,9547620.129632572,12345234.544370428,0.8159781680552499,1.2930169379126228,9984373.402771622,11823643.879759995,9298653.677273458,1.073743979429421,0.7864456822140188,5207374.273503876,5689004.910278959,7893715.76591042,0.6596860626768825,1.387538926473409
P11,961023.3177382334,961024.3177382334,5,1,High,target,12941483.77185712,14973816.087188613,4138097.934207642,3.127399104036705,0.2763556003434649,12606538.065493798,12966685.40784436,8473768.679576758,1.4877132645687774,0.6535030667475317,9010655.851772973,13592802.580544857,8815627.500800636,1.0221230253835731,0.6485511320099867,4937992.743917066,3395161.4905689377,8980670.940764233,0.5498467515943586,2.645138078324314,7008089.048809464,6991097.018414076,5558123.758298375,1.260873156763785,0.7950288407754396,8983109.037788542,9330265.680234998,10953905.949675607,0.820082724743001,1.1740186533894836,5665845.965825924,8534393.173621843,6946951.051937217,0.8155874315892803,0.8139947282261261,15587499.024791034,14837489.37893029,6199058.001440816,2.5144947863317477,0.41779696302554237,5324051.015769121,9662060.845807426,8748637.02781977,0.6085577672086732,0.9054628373217076,3666875.420604735,4992709.957066328,12556717.691190233,0.29202499496961754,2.5150104450626745,9495497.245052816,7240469.83490224,6345608.419514002,1.4963887806017595,0.8764083773853164,7391196.47119647,4578913.136854031,7265858.227622659,1.0172503012923253,1.5868084871805865,11191152.275267422,10531308.345755586,12313278.595171697,0.9088685997615383,1.169206920062719,8683416.320522947,8062005.631713177,7047597.029310205,1.2321102191867022,0.874174163509309
P11,961025.427959424,961026.427959424,5,1,High,target,8382527.098856311,7195521.0774562415,10664559.029535424,0.7860172254324778,1.4821107345439888,8058751.310274986,8866438.701006606,6523096.7718096515,1.2354180218668303,0.7357065211615442,12570335.274516983,7550367.4542088965,9068570.694300689,1.3861429433876546,1.2010767355760257,20049532.341391627,13656452.386257458,11413984.995796068,1.756576020450014,0.835794295104196,7808482.77252218,5822706.420588346,8133386.040174176,0.9600531357976662,1.3968394510524456,7108723.17755081,7090779.667030027,5018105.975257766,1.416614797017246,0.7076945287963798,10283837.983834505,8617003.027949411,7476294.149466654,1.375526133434455,0.8676211584488428,6996344.351202079,10738653.644502142,8564476.233837223,0.816902769087076,0.7975372441797645,9476138.758269677,13842503.130576123,9305699.154723708,1.0183156150561188,0.6722555210530341,12266182.952861598,7390583.183906371,9760522.639197428,1.256713744364636,1.3206701550226514,9133752.283030698,9322090.290142793,11204290.869413149,0.8152012822127939,1.2019075680119298,6180496.27006942,9043469.049888412,7256852.267445589,0.8516772895867362,0.8024412122619177,7170358.684434619,11805986.771915354,10079916.094450146,0.7113510288426421,0.8537970005547298,8243714.595910899,12098115.28672974,8536382.274159329,0.9657152563171438,0.705596043007027
P11,961027.5344377144,961028.5344377144,5,1,High,target,11258287.554877577,5993152.255704588,9273498.025926623,1.2140281394789676,1.5473489793454913,8208700.535419419,6068582.719252318,10153374.610558493,0.8084701737374284,1.6731047561315013,9048791.596840745,6245881.621777976,4893668.993792086,1.8490812534153174,0.7835033210890469,5319754.998621107,5359861.037883911,7132552.088685689,0.7458417313292101,1.330734516860094,9215705.315401176,15085261.670877194,9085900.931403305,1.014286352556325,0.6023031704477533,7946995.398343085,12308899.665573783,9668443.88239488,0.8219518564733718,0.7854840111692618,7252145.792188556,8640591.42331701,10583130.940119695,0.685255226758683,1.224815573568339,7543607.31229088,9188181.424081655,11879133.970788393,0.6350300729700606,1.292871072359751,12077927.680817194,9510029.845277596,7232964.3328206455,1.6698447724969154,0.7605616859774972,8156761.115162338,13013401.915375846,10507858.549917836,0.776253417993157,0.8074643831220173,5941377.166889002,6637747.6049132105,7310279.324517378,0.8127428382883645,1.1013192666600284,11899198.7207477,5611554.4028673405,7790135.656331221,1.5274700269278303,1.388231334325243,10083709.554386199,6906352.462619036,10126903.203404294,0.9957347623305439,1.4663171707810516,15877791.316480806,10826921.052156232,8176352.516832932,1.9419161886418992,0.7551872298177119
P11,961029.6425274048,961030.6425274048,5,1,High,target,7156064.9579302585,11371145.377535325,6776259.698732209,1.0560493954015824,0.5959170755233939,11743417.63775479,7959409.324474782,8528227.477430493,1.3770056754270603,1.0714648700383613,10065469.805402735,11107131.735955685,8876340.901313495,1.1339661147887274,0.7991568941763121,11316877.639410606,8133694.682973962,9614539.705924377,1.1770587033342081,1.1820630206405738,7097442.563519158,8568267.936438194,11730497.922153758,0.6050418840376083,1.369062920204395,7213258.991426867,8776164.887193086,8028333.512680969,0.8984752539282692,0.9147883632401421,8571388.124333305,6103852.753010095,7555309.279628866,1.1344854071618298,1.2377935027844487,5465333.92978108,8323760.725995181,9321278.110733304,0.5863288129433489,1.1198397476302828,7063804.188610473,9063028.26032756,8068134.859653517,0.875518854293646,0.890225058104576,10658811.75439365,13172575.14421821,7862841.713083124,1.3555928178813852,0.5969099911746817,7657527.675173916,3333847.8356922353,5716036.616150624,1.3396568618083413,1.714546343403749,8491105.587424342,8736926.609380567,7328581.268445356,1.158628836386718,0.838805405619052,5945110.983465319,8335608.005733374,11922571.131378947,0.49864336458588326,1.4303181151486968,12524960.590280054,10273394.845210493,4805129.1602174835,2.6065814617380996,0.4677255408379109
