participant,start_time_s,end_time_s,sam_label,block,sam_rating,stimulus,theta_AF3,alpha_AF3,beta_AF3,tbr_AF3,bar_AF3,theta_F7,alpha_F7,beta_F7,tbr_F7,bar_F7,theta_F3,alpha_F3,beta_F3,tbr_F3,bar_F3,theta_FC5,alpha_FC5,beta_FC5,tbr_FC5,bar_FC5,theta_T7,alpha_T7,beta_T7,tbr_T7,bar_T7,theta_P7,alpha_P7,beta_P7,tbr_P7,bar_P7,theta_O1,alpha_O1,beta_O1,tbr_O1,bar_O1,theta_O2,alpha_O2,beta_O2,tbr_O2,bar_O2,theta_P8,alpha_P8,beta_P8,tbr_P8,bar_P8,theta_T8,alpha_T8,beta_T8,tbr_T8,bar_T8,theta_FC6,alpha_FC6,beta_FC6,tbr_FC6,bar_FC6,theta_F4,alpha_F4,beta_F4,tbr_F4,bar_F4,theta_F8,alpha_F8,beta_F8,tbr_F8,bar_F8,theta_AF4,alpha_AF4,beta_AF4,tbr_AF4,bar_AF4
P5,35976.288420921555,35977.288420921555,3,1,Medium,target,5387430.08686149,8586080.10261543,7689159.41039391,0.7006526720695854,0.8955378145204694,7280120.450579227,9621494.793337716,8398675.724467859,0.8668176614284625,0.8729075787977786,9807295.780907227,7761966.332451825,8235324.220043293,1.1908815632343943,1.060984274772285,11060042.0479239,8846175.451788649,7612845.312248147,1.4528131853841337,0.8605804116974495,8491630.662129207,7612690.29310909,8362814.388321619,1.0154034596280739,1.098536005844285,3485328.100716876,6917215.883657548,10071788.781330373,0.3460485695626852,1.456046616258681,8690443.881254477,9538002.845462348,6352595.253143445,1.3680147301930181,0.6660299180101059,12895750.709563842,11736828.30458256,8940795.061779266,1.4423494354200663,0.7617726722890201,10255303.807818277,14045098.872354254,11133328.76610233,0.9211354504362272,0.7926842571408791,8319668.585194799,7440360.643940591,6110143.275519247,1.361615957276842,0.8212160092663425,6249066.817601309,5308886.695148265,6798414.109812171,0.9191947881759678,1.2805724627773973,9556900.905098444,4612375.864382854,6736868.162843681,1.4185969910778848,1.460606932506592,16134516.13829775,12709722.644542726,4827091.303215185,3.3424924296648415,0.37979517242162886,8077081.59786269,11642916.349448677,8466626.573595904,0.9539905330243272,0.72719122249786
P5,35978.43369985936,35979.43369985936,3,1,Medium,target,10454591.252368301,9467758.971038599,5465455.531902329,1.912849018959895,0.5772702440589039,11188960.72670424,13661297.359669674,9411850.136228587,1.1888162863574618,0.6889426302961437,10615479.749878338,6151430.113365209,7858044.8829733245,1.3509059706288742,1.2774338224049973,10774961.142513268,10644493.845794711,8907173.41943945,1.2096947746630224,0.8367869387193436,8174049.992847561,7857938.183502581,8891364.72414193,0.9193245633770137,1.131513702005061,8144992.013743336,4887213.718606445,8420671.489164276,0.9672615805312339,1.723000460795353,4923341.519613795,6846114.367310299,7478395.311661763,0.658341972366233,1.0923561761355551,6921662.417558043,6802287.38268319,13243461.181617945,0.5226475407475335,1.9469129186356147,8021337.68871051,7336426.366170052,8988484.194600577,0.8924016013210507,1.225185634800145,10256810.982882058,10127173.222386837,9945748.21937973,1.0312759539695775,0.9820853263765595,8339918.276412596,5793680.277198134,9565648.016761888,0.8718612959413262,1.651048652858681,16232768.418607077,13726738.674425265,11147403.328727445,1.4561927957495158,0.8120940882699643,9024011.164431974,8797358.197045285,8262441.677038356,1.0921724493995582,0.9391957780931793,13993557.076695314,18213988.597322427,8579189.835697977,1.631104724885347,0.47102202737511173
P5,35980.54616669811,35981.54616669811,3,1,Medium,target,7253957.652514733,5726963.716962893,8006105.596611805,0.9060532071403877,1.39796687953483,8824576.066042053,10313161.265615422,7102608.065512849,1.2424416474407936,0.6886935908966426,9683140.25126951,11231312.501593208,8491996.881141992,1.140266581205731,0.7561001334383107,10668267.328397926,6839807.401345975,9140824.476030473,1.167101212409536,1.3364154777562438,15287443.553458987,6218328.977005886,7433076.2601271905,2.056677883888332,1.1953494721191484,7508794.259124808,6922024.255255327,14896555.950874165,0.5040624345578465,2.1520519723062845,11816938.298188249,11106350.349203339,5963647.301677279,1.9814951656957862,0.536958326918352,11954550.277251547,10547399.126307998,11484399.160339877,1.0409382424232767,1.0888370699554504,6825295.329842631,6327127.207129883,7955994.3265393255,0.8578808694062351,1.2574418161806378,8785686.24304265,8140101.067821368,7216896.670596486,1.217377308287899,0.8865856345599441,9139432.437948424,11298249.113938717,7469002.554859966,1.223648321287765,0.6610761083011891,6380248.414565917,6469376.584383011,8388232.33922403,0.760618942888763,1.2966059758328354,6844394.392655612,7473034.148145532,10861334.947017018,0.6301614328297068,1.453403628526481,12493994.900704985,8824966.294696234,8581327.20929008,1.455951345985162,0.9723920661824419
P5,35982.65892293685,35983.65892293685,3,1,Medium,nonTarget,6967856.39502962,7223800.2477637,10144012.257813819,0.6868935306798707,1.4042487208798637,12683580.088435149,12148117.616516864,10189723.355230793,1.2447423395380168,0.838790311132369,7896723.307056677,6028629.657096671,8418889.835722573,0.9379767951766909,1.3964848256704872,5776521.1340863975,4443200.440302652,7903189.663304208,0.730910098350255,1.7787155383802302,5259438.7171432,6193727.855761849,8464836.287453294,0.62132787198009,1.366678757055607,7022259.271125768,7334769.346314437,8257974.28962968,0.8503609995425009,1.1258669359220046,14639017.242244987,10591630.938110292,9195438.41049049,1.5919868731374747,0.8681796471404523,6724321.52383515,6851588.965435144,9748773.803795656,0.6897607493177301,1.4228486053346479,6143872.41830888,8393471.209514376,10700830.595660143,0.5741491151911708,1.2748993031071902,11247693.051165884,7950123.618071038,10831352.811795877,1.038438433924578,1.3624131311839802,7696172.158944088,11351780.143414062,9054621.575848546,0.8499717072077468,0.7976389131445385,8238086.909335065,10003812.791310294,8980719.165473377,0.9173081528934361,0.8977296309737408,4288516.240297315,7123909.680523254,6647540.851880106,0.6451282264906135,0.933130984247942,9588368.954514012,8402224.115870401,8505269.911418281,1.1273444645938484,1.0122641093747122
P5,35984.7747606755,35985.7747606755,3,1,Medium,target,8000531.9256643625,11091266.311130818,7575789.716200296,1.056065733788226,0.6830410075536182,13223620.202688972,6710115.388554567,10800845.92664711,1.2243133817939722,1.6096363924039363,7579297.881386909,10661434.944667943,10031947.993910626,0.7555160658715065,0.9409566391368228,9025344.221327856,3710452.5732674175,8974202.171330232,1.0056987851422612,2.4186273760743875,11262228.666081375,11084826.516300522,10426706.467994677,1.0801328972529702,0.9406287462110424,7355349.624031621,5348986.339004157,8051715.554224543,0.9135133468758027,1.5052787657191071,13509889.832937544,8973675.451826504,8608656.737416621,1.5693377311954173,0.9593233880176059,4476092.6193129,7292537.753447048,10700068.059767509,0.41832375217715734,1.4672626212609985,5478667.393836204,9654366.060868062,12357338.041263588,0.4433533642554613,1.279974051465839,6218098.459248286,9990625.565269915,8455806.239803385,0.7353643499987376,0.8463740518109324,12033278.8000953,7039270.065953932,4543827.598976656,2.648269226324826,0.6454969842616624,12088760.074233172,18117262.21899217,8180066.587973174,1.477831499807935,0.451506772331091,9349113.643915882,10347374.13466028,8174870.532886539,1.1436405758727923,0.7900430028429558,11371982.802612724,10125955.290383939,7838833.382523708,1.4507238829652889,0.7741327270097484
P5,35986.889383514186,35987.889383514186,3,1,Medium,target,17283014.18671896,13061735.199856963,6627163.316174039,2.6079052774417977,0.5073723525069328,6095307.485310352,15122313.405756027,7718642.165808784,0.7896864959371603,0.510414111829664,7880856.148603323,7276673.507459382,10568163.629058614,0.745716703981932,1.452334451755338,11790966.863719808,8237834.569484751,7847724.423794779,1.5024695347314794,0.9526440908227207,6313347.535605266,14948856.883471657,10341004.383005193,0.610515893986165,0.6917588725087616,7321637.877542642,7284772.505372794,7836072.61105057,0.9343504381541254,1.0756784244492428,12998003.915734341,9073795.82685533,8506998.638374139,1.527918889877538,0.9375347209374422,7398732.188840083,10422940.915169364,10675003.452303216,0.6930894422562223,1.02418343720696,10928149.435363991,13107739.14750361,7958695.438019195,1.3731081331696053,0.6071752991464543,3433619.689511319,8538836.621364906,7644195.757804196,0.4491799789409933,0.8952268437456408,7474466.022875081,8066516.751258744,11659168.244143102,0.6410805527769808,1.4453782969363749,3913808.0231515467,4345069.794101717,13143280.600590192,0.2977801465317418,3.0248721478379346,6612488.538491181,4806039.5935969185,8761744.79557409,0.7546999704706551,1.8230696241552717,6627594.517617852,10989679.169931095,10279998.17217343,0.6447077525322775,0.9354229557765956
P5,35989.00319535289,35990.00319535289,3,1,Medium,target,11556566.927624619,15430210.007015157,6687648.64442776,1.728046364584914,0.43341267820640816,5853054.696003529,6180774.088030444,5819964.488999743,1.00568563726915,0.9416238817514075,8556034.854395486,10437802.291998051,11685149.181833588,0.7322144305780192,1.1195028277927617,13788008.31249334,16888895.919110924,7287269.295412078,1.892067899998426,0.43148287077582387,10447263.53377916,12718525.634842427,10763210.9062489,0.9706456209748424,0.846262469036746,4732309.994375764,5230204.260657325,10988243.925099669,0.43067027148588166,2.1009206098804794,10541658.443211839,8821154.037152048,7103543.258064046,1.4840000349466156,0.8052850259893498,5208021.405790069,9980733.571948308,8112849.007650677,0.6419472864438543,0.8128509742462741,11307623.461109692,14734886.137289228,9417753.949573504,1.2006709372165933,0.639146706789964,7057636.867398941,7885994.902145885,9735632.94886046,0.7249284052173541,1.234547202942176,9134603.59841338,7094900.711948383,7494840.542236733,1.2187855828200558,1.0563700390640873,6446848.419375725,8381127.892191267,7751620.176355086,0.8316775425917627,0.9248898568386368,12313917.897722641,8215163.762917768,7638408.051219809,1.61210527313426,0.9297937657309568,12172965.655497894,9366872.833311064,8305277.7648004275,1.4656903718608387,0.8866649427826835
P5,35991.120527591505,35992.120527591505,3,1,Medium,target,11354230.393969214,10929235.842972247,6973751.902435928,1.6281379883908957,0.638082296203738,10933786.149808452,7022251.465982776,7378844.144909729,1.4817749142121517,1.050780391538862,9135581.272520928,15616961.750504896,9322649.980035814,0.9799339556976302,0.5969567018843734,12556542.191927338,8735757.7814156,11096602.135024128,1.1315664055661878,1.270250665446674,5863152.377353728,8016525.21600004,7560642.884052578,0.7754833110449757,0.9431321776375662,9962559.523063868,8134228.935514592,6858148.143412788,1.452660297610055,0.8431220952571978,2896397.4863816723,3351916.482711933,7704187.097444635,0.3759510834494615,2.298442439476121,14545374.210086452,11474325.268705852,8008858.326929577,1.816160758041881,0.6979807648273916,7792636.447263678,8528423.217761448,9630657.866556063,0.8091489237017548,1.129242489572877,9763984.542954316,7012710.407816075,8721106.313217273,1.119580955934055,1.2436142099204741,10945835.890635213,10114719.700288167,8263868.150021215,1.3245414486201734,0.8170140542585455,5470436.331244404,7340500.530904424,7354289.250883364,0.7438429662781241,1.0018784441089388,18380222.75509023,7192213.261884095,8696070.344165176,2.113623973548334,1.2090951738390368,10335745.358454384,9714801.099399867,6731915.72529635,1.5353349299391872,0.6929545604090871
P5,35993.231978830285,35994.231978830285,3,1,Medium,target,8873192.529091476,5156037.962895462,13749040.165723747,0.645368143676842,2.6665901734367243,8483731.692721149,11556299.995182058,8914223.033006417,0.9517073626393124,0.7713734531573989,5519720.168304642,4452111.523987362,11041010.371010294,0.4999288998765397,2.4799491907430564,6942555.53875251,10653424.689642854,10290893.73519948,0.6746309618382174,0.9659704775689809,9219444.61145457,6999900.448026088,9174722.662975296,1.0048744741527447,1.3106933064401636,6536502.133602175,12373940.924861198,10918855.40506039,0.5986435291168711,0.8824072679321338,8450674.819719372,9303478.923779506,9481950.859346544,0.8912379894259183,1.0191833546385394,9253074.687906863,9058054.079131354,7552321.557897275,1.225196069443197,0.8337686540530707,6731804.714463477,5423429.367809206,9114674.669915566,0.738567744681318,1.680610929316378,7733102.449143435,5760639.662955247,8913889.489079585,0.8675340274991368,1.5473784181298194,12601827.483431207,9237847.836681433,7214913.4911667835,1.746635978222001,0.7810167063499327,6115654.3687261855,7147664.18339616,9149316.79469083,0.668427436273163,1.280042900720554,9151324.889189893,12265085.44906775,6380437.242343673,1.4342786460553625,0.5202113975348325,6324342.489199956,4398204.8024046775,8718920.905996596,0.7253583966853369,1.9823817438491285
P5,35995.34181146911,35996.34181146911,3,1,Medium,target,14359566.605377443,11366989.161757331,7848557.865336311,1.829580268344258,0.6904693717613194,6572440.299903944,10323557.494731367,8828495.392186042,0.744457578323154,0.8551795635072182,6507987.474317792,6747872.546831578,6470151.549312507,1.0058477648810722,0.9588431767802915,5715244.128068868,4217579.285955583,9577467.024072971,0.5967385858602904,2.270844570952266,23270359.25937743,14261646.475336155,6060556.286539808,3.8396408116957406,0.42495488140312754,14458612.140417844,15598519.204281757,6853529.042794127,2.1096594251132244,0.43937049107282244,7487271.413495674,12796416.023974882,8264362.553001243,0.905970831443816,0.6458341568074565,7558762.686867309,6844783.034832748,6783736.100246076,1.114247750084665,0.9910812462168622,4163743.9086056673,10061140.764924277,11202568.938616946,0.37167759747075635,1.1134491804022841,6807273.223025081,6075131.462551586,5539873.271769202,1.2287777877003898,0.9118935624550958,12731688.0732439,10636262.12286187,6685670.173146591,1.9043248834472144,0.6285732803421824,9108451.117632816,5081584.1054769065,6908092.474030336,1.318518990860981,1.3594368076255647,7025743.8060877705,7866800.521150021,10430080.843385052,0.6736039644931061,1.3258351747122112,6167672.166439511,7013781.479235524,8247500.224702009,0.7478232189635806,1.1758992277017668
