participant,start_time_s,end_time_s,sam_label,block,sam_rating,stimulus,theta_AF3,alpha_AF3,beta_AF3,tbr_AF3,bar_AF3,theta_F7,alpha_F7,beta_F7,tbr_F7,bar_F7,theta_F3,alpha_F3,beta_F3,tbr_F3,bar_F3,theta_FC5,alpha_FC5,beta_FC5,tbr_FC5,bar_FC5,theta_T7,alpha_T7,beta_T7,tbr_T7,bar_T7,theta_P7,alpha_P7,beta_P7,tbr_P7,bar_P7,theta_O1,alpha_O1,beta_O1,tbr_O1,bar_O1,theta_O2,alpha_O2,beta_O2,tbr_O2,bar_O2,theta_P8,alpha_P8,beta_P8,tbr_P8,bar_P8,theta_T8,alpha_T8,beta_T8,tbr_T8,bar_T8,theta_FC6,alpha_FC6,beta_FC6,tbr_FC6,bar_FC6,theta_F4,alpha_F4,beta_F4,tbr_F4,bar_F4,theta_F8,alpha_F8,beta_F8,tbr_F8,bar_F8,theta_AF4,alpha_AF4,beta_AF4,tbr_AF4,bar_AF4
current_player,918763.7510818422,918765.7510818422,4,1,Medium-High,nonTarget,9201723.323353248,11435054.769812409,6884185.64571233,1.3366465980016602,0.6020247199765064,8702664.759177571,6363343.335428326,10680621.29619294,0.8148088503315436,1.6784606351079454,5525003.270466206,9607576.815006971,9649269.648446066,0.5725825344051776,1.0043395784641524,6482764.589022868,10380729.956244182,8750534.260903733,0.7408421469746174,0.8429594352023521,8476396.357551606,9491439.047695778,8221529.487167881,1.030999933866505,0.8662047394345127,8727493.406687984,8688930.832322137,8276110.929922227,1.0545404092076371,0.9524889873833208,10692153.158122763,8767984.821906997,12310480.24727303,0.8685407021786374,1.4040261813085069,4605719.285966669,8368506.322662366,7431601.18301595,0.6197479079599291,0.8880439228313389,5278374.766005776,10540434.026369466,8958522.38862347,0.5892014929503155,0.8499196870082905,10460939.400172802,7493235.990497812,9235536.707950326,1.1326834304245252,1.2325164614676396,9692991.536082415,8162529.21228761,8556331.255147649,1.1328443519821572,1.0482451005831894,9657614.613765636,5477094.230279704,7746488.6161870435,1.2467086821227762,1.4143427683535483,9366899.19290293,9718533.925955456,10278077.299559332,0.911347416437949,1.0575748747565201,11188858.875350878,5471605.84252233,8585568.596100956,1.3032169914095355,1.569113134827551
current_player,918765.8601591346,918767.8601591346,4,1,Medium-High,nonTarget,8603169.806303022,8879629.370380498,8967185.251734786,0.9594058296764483,1.0098603080942032,6573310.418728304,7789548.686210976,9390856.716181055,0.6999691952920615,1.2055713488003108,8552722.341253253,14044968.320690226,8914843.89609203,0.9593799331699439,0.6347357781476234,6485814.376044526,11506833.743343014,10539149.23763352,0.6154020813069786,0.9159034946281966,6483300.48019082,14558738.468715698,8517283.348495746,0.7611934715469867,0.5850289409894935,6266273.029410404,9788315.231166393,11016686.594397552,0.5687983383857962,1.1254936456602844,5985370.517180762,8194660.888859354,7311470.882308618,0.8186274162239245,0.8922237273111041,7209551.97849859,7462486.954566801,7539482.623361763,0.9562396173126186,1.0103176955971551,12459761.73793489,10785338.940860108,9313019.97210534,1.337886289866743,0.8634888549327914,5062249.845601752,6568194.0929695405,8683709.059797598,0.5829594025712032,1.3220847217490819,9458764.869593516,5052569.201093379,6811181.142797083,1.3887113954671855,1.3480629105135538,9441130.841047745,5013563.060478044,11817929.970237851,0.7988819416618805,2.3571918469319124,6287891.551286057,7759984.409695709,8263815.82612667,0.7608944443566152,1.0649268593634607,7299202.852815096,7984764.836650206,9461906.17431674,0.7714304832812595,1.1849949707831633
current_player,918767.964671727,918769.964671727,4,1,Medium-High,target,8123018.301398982,7967119.7718322445,7560465.575756137,1.0744071538989295,0.9489584432364336,6425464.445128956,5876250.189351996,9796058.464170007,0.655923448051141,1.6670594594356896,12806261.891958283,7580959.466584447,8336024.030022756,1.536255395358226,1.0996001319841509,11265769.845463797,9169737.809368882,9940380.247787168,1.1333338931346892,1.0840419273090782,12557646.129748108,7692871.33290641,8907347.642235579,1.4098075694501997,1.157870352534589,8364616.299347981,7844612.721220458,8978961.89299926,0.9315794408114959,1.1446023165312258,8409206.007523239,10373972.442670126,8208220.492318124,1.0244858816101752,0.7912321473456155,3576803.0668643466,8474338.116199177,6716141.902618677,0.5325681200198766,0.7925270163318586,5965660.743009503,7236642.468577152,6937665.8089105105,0.859894510246862,0.9586857218710398,11137476.228854492,6669847.0234967545,10004857.88449623,1.1132068398606036,1.500013096140105,15273678.107105074,8370242.2121669315,10749670.104627471,1.4208508687657426,1.2842722865297516,8867751.502765542,8076164.409177998,8425839.220369592,1.052447272115948,1.043297138774715,5888593.466607259,5977518.338554045,10671472.414203176,0.5518070270012455,1.7852680342900618,8575021.49453742,5233506.387182339,7158731.153133253,1.1978409736457671,1.3678651793883514
current_player,918770.0686395196,918772.0686395196,4,1,Medium-High,target,8468068.71837061,8047017.578643042,9459898.427701337,0.8951542961152352,1.1755781984132994,7057311.274535228,9607660.828622293,9854627.296131708,0.716141875533484,1.0257051609038565,8575020.980325107,10561520.348409936,7826711.719147052,1.0956096618899878,0.7410591904342052,4106198.11604044,13993598.845696738,10032356.591036262,0.40929547098727104,0.7169246954739864,9151798.544117147,9229767.17645479,11457809.496798139,0.798738934058434,1.2413974564848291,10283688.199236901,8326067.129918246,8989840.295671182,1.14392334691293,1.079722293298331,7435439.926804868,7467538.66305755,8283801.602537503,0.8975878809708862,1.1093081638154836,7650755.108411975,10098710.233258862,8949603.049472269,0.8548708882527608,0.8862124808768005,5616331.34176103,7550484.898232335,10652364.132075567,0.5272380170378866,1.410818546841862,11510105.564152665,9422478.997919159,9214059.13526047,1.2491894609299454,0.9778805702082525,7962635.454961416,4985519.778285704,6801005.314460226,1.170802710303923,1.3641517067251083,5969236.625855044,7837457.642795579,9598798.431880707,0.6218733176049706,1.2247336916333071,11251283.436721971,6825927.503436792,7877429.326299401,1.4282937961955051,1.1540452667177006,10647486.57945869,10231958.868877271,8432068.430350307,1.262737211801345,0.8240913141273738
current_player,918772.174032912,918774.174032912,4,1,Medium-High,target,8890146.010419983,11454318.137170995,11566160.451935384,0.7686341588778824,1.0097642053787073,7411422.4509580275,11325013.135236252,9810883.034319723,0.7554286831299409,0.8663021329127188,10831138.043199094,8962290.955638984,7447281.692714773,1.454374695373017,0.8309573667689306,13955498.71067554,12981838.028625643,9955057.83643072,1.4018500886659977,0.7668450195172123,8117774.682423768,11602719.862279275,10552266.166515056,0.7692920699994726,0.909464874767918,10966877.758745003,4565147.898696277,9096406.094882205,1.2056275461267234,1.9925764283518552,12287038.629242428,2266018.6414310606,8866642.707896868,1.3857599808661811,3.9128728006832767,10721034.600277381,6092217.898515592,10347219.315878747,1.0361271248812693,1.6984322439287527,8225056.155112508,8368078.614595694,11422344.455504408,0.7200847590573989,1.3649900988718522,9051261.479191285,5718633.2151848655,8595285.519541254,1.053049541939401,1.5030314405753327,10114056.89965284,9783655.07298679,8252517.896590317,1.2255722467238337,0.8435004949608221,6971642.175633126,9189606.015793033,7234010.166366561,0.9637313212589504,0.7871948105211874,11188030.53935024,6883575.747412257,7953391.103764718,1.4066994057483748,1.155415643788715,15203264.582185768,13483508.5399376,8919656.588880196,1.704467479290527,0.6615234130241797
current_player,918774.2796366044,918776.2796366044,4,1,Medium-High,target,7726000.805759658,3252782.916716742,8559884.38837814,0.902582377893952,2.6315572257795248,7806195.688712007,8299252.571508719,6714817.643023896,1.162532789974119,0.8090870334607989,5932514.542551316,8419330.191584326,9063310.894120231,0.6545637253158776,1.076488353334759,8223573.134331307,6334824.795848992,10100508.48044276,0.8141741725433236,1.5944416469199434,6899147.595236751,9036241.047345713,8304511.326436998,0.8307710501006433,0.9190227753913613,7757466.885158761,9619827.130287247,9519090.24818443,0.8149378441535774,0.9895282024574376,10702570.834871205,12542315.36698606,8772292.328613926,1.2200426563488993,0.6994157037148335,6885925.723437144,5264795.027454345,6852055.51113415,1.0049430732497653,1.301485713195426,5953146.766434538,5776078.509630795,10998223.563445197,0.5412825745987757,1.9040986969112719,8500491.783632636,13909945.881082047,6213002.383963826,1.368177775945004,0.4466589904144559,4116914.5232756087,4822321.244765345,10066443.371487526,0.4089740905846122,2.0874684328454274,9714933.247229507,11014854.42953758,9182549.777064264,1.0579777385465425,0.8336514872534508,13536681.476167822,10481712.027010595,7884935.905602126,1.7167776172473663,0.752256490665192,13000640.989126712,7742286.847993217,6938069.299455752,1.8738125014327158,0.8961266142256255
current_player,918776.3823050968,918778.3823050968,4,1,Medium-High,target,5973584.270036147,9368156.627584077,7012455.815763433,0.8518533915904344,0.7485416923021548,6900172.134965996,14603010.113480486,8528882.283550672,0.8090359211867765,0.5840496046549608,6820010.334295199,9604018.598546509,5308408.277299465,1.2847561788831978,0.552727821466615,15909951.282893209,15431492.08001212,7280657.582198844,2.185235482271948,0.47180515950426005,17631403.048894558,10429424.568689553,7812003.138276852,2.256963129277959,0.7490349143259034,7485562.431228946,11028232.08223305,9731812.73953981,0.7691847995405343,0.8824454062059659,7299345.29289565,9433465.910646982,7454081.430995202,0.9792414210212226,0.7901742054934688,12758082.210780183,10108753.089759836,9198448.374660825,1.3869819877366667,0.9099488624347597,7156863.1887820205,8603666.753070978,7935794.115971539,0.9018458750559258,0.9223734883895811,9153190.270539217,9257183.759860523,9331720.388408573,0.9808684668594316,1.0080517607170383,10529022.639385507,5804338.547549154,8363097.660141959,1.2589859723348946,1.4408356079907203,12784331.179998605,12964577.394380001,5936523.652487912,2.1535046313916184,0.4579033679155117,7431107.4966681935,7881197.673901164,10962589.20821017,0.6778606181013188,1.3909801101059973,8983467.83182445,7429668.286040245,8038680.13395258,1.1175302017406334,1.0819702609141542
current_player,918778.4911897891,918780.4911897891,4,1,Medium-High,nonTarget,11448455.35644423,6443894.605546402,8541702.704653839,1.340301313718948,1.3255497222598593,13031876.152709424,15165160.213150352,8325622.048425503,1.5652735707806893,0.5489966430559701,11118341.500900635,13423561.598199163,7923132.706437914,1.4032759405716462,0.59024072325938,11804228.99212162,12152207.037718369,8410228.995447395,1.4035561931204794,0.6920742025990411,7152732.29376125,8793209.592483278,6769953.821782544,1.056540780344336,0.7699070232068301,10283926.386672625,8338456.337266738,8705882.901936468,1.181261740194685,1.0440640988941328,7819307.043779473,10301008.030718451,8243539.9216481885,0.9485375358279461,0.8002653620951732,11411657.151837269,9033040.301919442,9075938.659456078,1.257352829279828,1.0047490497222205,7011089.678788346,8242230.079494535,8328863.044480419,0.8417823226706354,1.0105108646750125,11297046.286347598,6045125.794152507,9465795.788513258,1.1934597511660416,1.5658558830437557,12348461.0262163,8518595.092768496,10223269.584471837,1.2078778637484455,1.2001121632310536,9606481.552645685,7524816.650228892,8950120.919852847,1.0733353927472558,1.1894138204125677,9751240.09063889,14791530.672399633,8307838.944720628,1.1737396638912336,0.5616618812968899,6305927.171475313,9096337.61790824,11320887.136451595,0.5570170513555561,1.2445544143132745
current_player,918780.5985863816,918782.5985863816,4,1,Medium-High,nonTarget,11798091.547403371,10122539.138713937,11364323.496469105,1.0381692804740237,1.1226751846289167,7860934.675906333,7736672.825728703,10652714.256275877,0.7379278639033416,1.3769115608520666,10590112.294897763,10993385.398997419,7776490.808175419,1.361811202009573,0.7073790762292955,7802788.899182401,6319388.022911009,7012517.470296323,1.1126943971595815,1.1096830017198447,7504804.193700265,10560380.724861521,9549433.341995081,0.7858900025718543,0.9042697977274208,4902489.257112811,8316097.867000418,9753877.83694291,0.5026195057051652,1.1728911796057413,5997313.450820283,9144864.12392425,9210634.631794149,0.6511292316512245,1.0071920705413036,10824169.761520073,8799306.259302398,9242288.183221793,1.171156919903232,1.0503428237255734,10424159.27627235,10612307.156357493,8596930.043069499,1.212544387827826,0.8100905784581776,14834500.359130008,7383646.440719552,11711293.204888504,1.2666833713067505,1.586112403798578,4890278.331220653,14526357.398803167,10003662.428406484,0.4888487957504621,0.688655948202864,11947449.535145784,8724794.091309426,10434437.413162991,1.1450017918622173,1.1959522831096383,7403311.784935843,8523133.152262172,9031472.309139565,0.819723687514817,1.059642287383774,11114518.816717742,15930166.884193711,9326007.259979999,1.1917767707958635,0.5854306064573299
current_player,918782.711242474,918784.711242474,4,1,Medium-High,target,10598027.358694216,8387084.044019135,8572445.14382366,1.2362899010593216,1.0221007800603485,8226608.877478019,8046714.132183135,12355770.117398402,0.6658110987265755,1.5355050414902944,10905790.909718763,8498905.6428647,7747801.19830458,1.4075981856768904,0.911623392925804,15292346.540453479,9650377.760291748,8749165.54833406,1.7478634340580415,0.9066137891859642,11616072.257829608,8446517.53048195,10368315.296849577,1.120343269398758,1.2275254576140058,6920420.962363779,7925889.296091973,7872993.52241565,0.8790075773160809,0.9933262033192409,19739033.557486676,6439502.980698127,8931639.073991898,2.2100124505663135,1.3870075222829683,6921112.748917837,7818250.4540286185,8120825.4919058485,0.852267144001089,1.0387011185758723,6459445.364255365,8805087.219365414,7054009.162344592,0.9157126416473766,0.801128823213744,10161570.665475758,6639270.18365339,8608244.77445716,1.1804462967442222,1.2965649139647308,18631468.62474442,6022894.355452761,7652479.544575991,2.4346969523035495,1.270565129147235,8372621.07236157,4047279.0564863877,9361543.003065955,0.8943633618538623,2.313046091561846,8966109.225326652,8523174.819569219,7403597.10189217,1.2110476977515625,0.8686431122934968,6696413.794674206,11789967.902538335,7073314.436674437,0.9467151297493522,0.5999434854399882
